time,strain,media,rep,C,GC,swim,swarm,notes
12,CAE546,0.3,1,0.5,NA,,,
12,CAE546,0.3,2,0.5,NA,,,
12,CAE546,0.3,3,0.5,NA,,,
12,OTI154,0.5,1,0.6,NA,,,
12,OTI154,0.5,2,0.6,NA,,,
12,OTI154,0.5,3,0.6,NA,,,
12,OTI154,0.3,1,0.7,NA,,,
12,OTI154,0.3,2,0.7,NA,,,
12,OTI154,0.3,3,0.8,NA,,,
12,CAE271,0.5,1,0.5,NA,,,
12,CAE271,0.5,2,0.5,NA,,,
12,CAE271,0.5,3,0.5,NA,,,
12,CAE271,0.3,1,0.4,NA,,,
12,CAE271,0.3,2,0.4,NA,,,
12,CAE271,0.3,3,0.4,NA,,,
12,CAE433,0.5,1,0.6,1,,,
12,CAE433,0.5,2,0.6,1,,,
12,CAE433,0.5,3,0.6,1,,,
12,CAE433,0.3,1,0.4,0.7,,,
12,CAE433,0.3,2,0.4,0.7,,,
12,CAE433,0.3,3,0.4,0.7,,,
12,CAE734B,0.5,1,0.5,NA,,,
12,CAE734B,0.5,2,0.5,NA,,,
12,CAE734B,0.5,3,0.5,NA,,,
12,CAE734B,0.3,1,0.5,NA,,,
12,CAE734B,0.3,2,0.5,NA,,,
12,CAE734B,0.3,3,0.5,NA,,,
12,CAE548,0.5,1,0.5,NA,,,
12,CAE548,0.5,2,0.5,NA,,,
12,CAE548,0.5,3,0.5,NA,,,
12,CAE548,0.3,1,0.4,NA,,,
12,CAE548,0.3,2,0.4,NA,,,
12,CAE548,0.3,3,0.4,NA,,,
12,CAE743B,0.5,1,0.5,NA,,,
12,CAE743B,0.5,2,0.5,NA,,,
12,CAE743B,0.5,3,0.5,NA,,,
12,CAE743B,0.3,1,0.5,NA,,,
12,CAE743B,0.3,2,0.5,NA,,,
12,CAE743B,0.3,3,0.5,NA,,,
12,CAE493,0.5,1,0.5,NA,,,
12,CAE493,0.5,2,0.5,NA,,,
12,CAE493,0.5,3,0.5,NA,,,
12,CAE493,0.3,1,0.5,NA,,,
12,CAE493,0.3,2,0.5,NA,,,
12,CAE493,0.3,3,0.5,NA,,,
12,OTI749C,0.5,1,0.5,NA,,,
12,OTI749C,0.5,2,0.5,NA,,,
12,OTI749C,0.5,3,0.7,NA,,,
12,OTI749C,0.3,1,0.5,0.7,,,
12,OTI749C,0.3,2,NA,NA,,,
12,OTI749C,0.3,3,0.5,0.8,,,
12,OTI158B,0.5,1,0.6,0.6,,,
12,OTI158B,0.5,2,0.5,0.5,,,
12,OTI158B,0.5,3,0.6,0.6,,,
12,OTI158B,0.3,1,0.8,0.9,,,
12,OTI158B,0.3,2,0.6,0.7,,,
12,OTI158B,0.3,3,NA,NA,,,
12,OTI755B,0.5,1,0.4,NA,,,
12,OTI755B,0.5,2,0.5,NA,,,
12,OTI755B,0.5,3,0.5,NA,,,
12,OTI755B,0.3,1,0.5,NA,,,
12,OTI755B,0.3,2,0.5,NA,,,
12,OTI755B,0.3,3,0.5,NA,,,
12,OTI031,0.5,1,0.7,0.7,,,
12,OTI031,0.5,2,0.6,0.8,,,
12,OTI031,0.5,3,0.6,0.8,,,
12,OTI031,0.3,1,0.6,1.1,,,
12,OTI031,0.3,2,NA,NA,,,"irregular, spread, dropped"
12,OTI031,0.3,3,NA,NA,,,spread
12,CAE466,0.5,1,0.5,NA,,,
12,CAE466,0.5,2,0.5,NA,,,
12,CAE466,0.5,3,0.5,NA,,,
12,CAE466,0.3,1,0.7,NA,,,contaminated
12,CAE466,0.3,2,0.5,NA,,,
12,CAE466,0.3,3,0.5,NA,,,
12,CAE709D,0.5,1,0.5,NA,,,
12,CAE709D,0.5,2,0.5,NA,,,
12,CAE709D,0.5,3,0.5,NA,,,
12,CAE709D,0.3,1,0.5,NA,,,
12,CAE709D,0.3,2,0.5,NA,,,
12,CAE709D,0.3,3,0.5,NA,,,
12,OTI201,0.5,1,0.7,NA,,,
12,OTI201,0.5,2,0.7,NA,,,
12,OTI201,0.5,3,0.7,NA,,,
12,OTI201,0.3,1,0.9,NA,,,
12,OTI201,0.3,2,1.1,NA,,,
12,OTI201,0.3,3,0.5,NA,,,
12,CAE499,0.5,1,0.6,NA,,,
12,CAE499,0.5,2,0.5,NA,,,
12,CAE499,0.5,3,0.5,NA,,,
12,CAE499,0.3,1,0.5,NA,,,
12,CAE499,0.3,2,0.5,NA,,,
12,CAE499,0.3,3,0.5,NA,,,
12,OTI320,0.5,1,0.6,0.8,,,
12,OTI320,0.5,2,0.5,0.7,,,
12,OTI320,0.5,3,0.4,0.6,,,
12,OTI320,0.3,1,0.7,0.7,,,
12,OTI320,0.3,2,0.7,0.7,,,
12,OTI320,0.3,3,0.6,1.1,,,
12,OTI420,0.5,1,0.4,0.5,,,
12,OTI420,0.5,2,0.5,0.6,,,
12,OTI420,0.5,3,0.5,0.5,,,
12,OTI420,0.3,1,0.4,0.4,,,gel?
12,OTI420,0.3,2,0.4,0.4,,,
12,OTI420,0.3,3,0.4,0.4,,,
12,OTI088,0.5,1,0.7,NA,,,
12,OTI088,0.5,2,0.7,NA,,,
12,OTI088,0.5,3,0.8,NA,,,
12,OTI088,0.3,1,0.8,NA,,,
12,OTI088,0.3,2,1,NA,,,
12,OTI088,0.3,3,0.8,NA,,,
12,OTI042,0.5,1,0.6,NA,,,
12,OTI042,0.5,2,0.5,NA,,,
12,OTI042,0.5,3,0.5,NA,,,
12,OTI042,0.3,1,0.7,NA,,,
12,OTI042,0.3,2,0.6,NA,,,
12,OTI042,0.3,3,0.5,NA,,,
12,OTI018,0.5,1,0.5,NA,,,
12,OTI018,0.5,2,0.5,NA,,,
12,OTI018,0.5,3,0.5,NA,,,
12,OTI018,0.3,1,0.4,NA,,,
12,OTI018,0.3,2,0.4,NA,,,
12,OTI018,0.3,3,0.5,NA,,,
12,CAE467,0.5,1,0.5,NA,,,
12,CAE467,0.5,2,0.5,NA,,,
12,CAE467,0.5,3,0.5,NA,,,
12,CAE467,0.3,1,0.5,NA,,,
12,CAE467,0.3,2,0.5,NA,,,
12,CAE467,0.3,3,0.4,NA,,,
12,OTI513,0.5,1,0.5,NA,,,
12,OTI513,0.5,2,0.5,NA,,,
12,OTI513,0.5,3,0.5,NA,,,
12,OTI513,0.3,1,0.5,1.1,,,
12,OTI513,0.3,2,1,1.5,,,
12,OTI513,0.3,3,0.7,1.2,,,
12,OTI552,0.5,1,0.5,NA,,,
12,OTI552,0.5,2,0.5,NA,,,
12,OTI552,0.5,3,0.5,NA,,,
12,OTI552,0.3,1,0.5,NA,,,whole plate
12,OTI552,0.3,2,0.5,NA,,,whole plate
12,OTI552,0.3,3,0.5,NA,,,whole plate
20,CAE494,0.5,1,0.5,NA,0,0,
20,CAE494,0.5,2,0.5,NA,0,0,
20,CAE494,0.5,3,0.5,NA,0,0,
20,CAE494,0.3,1,0.5,NA,0,0,
20,CAE494,0.3,2,0.5,NA,0,0,
20,CAE494,0.3,3,0.4,NA,0,0,
20,OTI127,0.5,1,0.6,NA,0,0,
20,OTI127,0.5,2,0.5,NA,0,0,
20,OTI127,0.5,3,0.6,NA,0,0,
20,OTI127,0.3,1,1.8,1.8,0,1,
20,OTI127,0.3,2,2.2,2.2,0,1,
20,OTI127,0.3,3,0.9,0.9,0,1,
20,CAE163,0.5,1,0.5,NA,0,0,
20,CAE163,0.5,2,0.5,NA,0,0,
20,CAE163,0.5,3,0.5,NA,0,0,
20,CAE163,0.3,1,0.4,NA,0,0,
20,CAE163,0.3,2,0.4,NA,0,0,
20,CAE163,0.3,3,0.4,NA,0,0,
20,OTI514,0.5,1,0.9,NA,0,0,
20,OTI514,0.5,2,0.9,NA,0,0,
20,OTI514,0.5,3,0.8,NA,0,0,
20,OTI514,0.3,1,0.6,0.6,1,1,spilled
20,OTI514,0.3,2,1.9,1.9,0,1,spilled
20,OTI514,0.3,3,1.9,1.9,0,1,
20,CAE268,0.5,1,0.5,NA,0,0,
20,CAE268,0.5,2,0.5,NA,0,0,
20,CAE268,0.5,3,0.5,NA,0,0,
20,CAE268,0.3,1,0.5,0.5,0,0,
20,CAE268,0.3,2,0.5,0.5,0,0,
20,CAE268,0.3,3,0.4,0.4,0,0,
20,OTI146,0.5,1,0.4,0.4,0,0,
20,OTI146,0.5,2,0.5,0.5,0,0,
20,OTI146,0.5,3,0.5,0.5,0,0,
20,OTI146,0.3,1,0.4,0.4,0,0,
20,OTI146,0.3,2,0.4,0.4,0,0,
20,OTI146,0.3,3,0.4,0.4,0,0,
20,CAE546,0.5,1,0.5,NA,0,0,
20,CAE546,0.5,2,0.5,NA,0,0,
20,CAE546,0.5,3,0.5,NA,0,0,
20,CAE546,0.3,1,0.5,NA,0,0,
20,CAE546,0.3,2,0.5,NA,0,0,
20,CAE546,0.3,3,0.5,NA,0,0,
20,OTI154,0.5,1,0.7,NA,0,0,
20,OTI154,0.5,2,0.8,NA,0,0,
20,OTI154,0.5,3,0.8,NA,0,0,
20,OTI154,0.3,1,0.8,NA,0,1,
20,OTI154,0.3,2,0.8,NA,0,1,
20,OTI154,0.3,3,0.8,NA,0,1,
20,CAE271,0.5,1,0.5,NA,0,0,
20,CAE271,0.5,2,0.5,NA,0,0,
20,CAE271,0.5,3,0.5,NA,0,0,
20,CAE271,0.3,1,0.4,NA,0,0,
20,CAE271,0.3,2,0.4,NA,0,0,
20,CAE271,0.3,3,0.4,NA,0,0,
20,CAE433,0.5,1,1.1,1.1,0,1,
20,CAE433,0.5,2,0.9,1.1,0,1,
20,CAE433,0.5,3,0.9,1.1,0,1,
20,CAE433,0.3,1,0.5,0.7,0,1,
20,CAE433,0.3,2,0.5,0.7,0,1,
20,CAE433,0.3,3,0.5,0.7,0,1,
20,CAE734B,0.5,1,0.6,NA,0,0,
20,CAE734B,0.5,2,0.6,NA,0,0,
20,CAE734B,0.5,3,0.5,NA,0,0,
20,CAE734B,0.3,1,0.5,NA,0,0,
20,CAE734B,0.3,2,0.5,NA,0,0,
20,CAE734B,0.3,3,0.6,NA,0,0,
20,CAE548,0.5,1,0.4,NA,0,0,
20,CAE548,0.5,2,0.4,NA,0,0,
20,CAE548,0.5,3,0.5,NA,0,0,
20,CAE548,0.3,1,0.4,NA,0,0,
20,CAE548,0.3,2,0.4,NA,0,0,
20,CAE548,0.3,3,0.4,NA,0,0,
20,CAE743B,0.5,1,0.5,NA,0,0,
20,CAE743B,0.5,2,0.5,NA,0,0,
20,CAE743B,0.5,3,0.5,NA,0,0,
20,CAE743B,0.3,1,0.5,NA,0,0,
20,CAE743B,0.3,2,0.5,NA,0,0,
20,CAE743B,0.3,3,0.5,NA,0,0,
20,CAE493,0.5,1,0.5,NA,0,0,
20,CAE493,0.5,2,0.5,NA,0,0,
20,CAE493,0.5,3,0.5,NA,0,0,
20,CAE493,0.3,1,0.5,NA,0,0,
20,CAE493,0.3,2,0.5,NA,0,0,
20,CAE493,0.3,3,0.5,NA,0,0,
20,OTI749C,0.5,1,0.6,NA,0,0,
20,OTI749C,0.5,2,0.6,NA,0,0,
20,OTI749C,0.5,3,0.8,NA,0,1,
20,OTI749C,0.3,1,NA,NA,0,1,SPILL/SPREAD
20,OTI749C,0.3,2,NA,NA,1,1,SPILL/SPREAD
20,OTI749C,0.3,3,1.3,NA,1,1,SWARM
20,OTI158B,0.5,1,0.6,NA,0,0,
20,OTI158B,0.5,2,0.6,NA,0,0,
20,OTI158B,0.5,3,0.6,NA,0,0,
20,OTI158B,0.3,1,0.9,NA,0,0,
20,OTI158B,0.3,2,0.7,NA,0,0,
20,OTI158B,0.3,3,NA,NA,0,0,
20,OTI755B,0.5,1,0.4,NA,0,0,
20,OTI755B,0.5,2,0.5,NA,0,0,
20,OTI755B,0.5,3,0.5,NA,0,0,
20,OTI755B,0.3,1,0.4,NA,0,0,
20,OTI755B,0.3,2,0.5,NA,0,0,
20,OTI755B,0.3,3,0.5,NA,0,0,
20,OTI031,0.5,1,0.7,NA,0,0,
20,OTI031,0.5,2,0.9,NA,0,0,
20,OTI031,0.5,3,0.9,NA,0,0,
20,OTI031,0.3,1,1.6,NA,0,1,
20,OTI031,0.3,2,NA,NA,1,1,"irregular, spread, dropped"
20,OTI031,0.3,3,NA,NA,0,1,spread
20,CAE466,0.5,1,0.5,NA,0,0,
20,CAE466,0.5,2,0.5,NA,0,0,
20,CAE466,0.5,3,0.5,NA,0,0,
20,CAE466,0.3,1,0.7,NA,1,0,contaminated
20,CAE466,0.3,2,0.5,NA,0,0,
20,CAE466,0.3,3,0.5,NA,0,0,
20,CAE709D,0.5,1,0.5,NA,0,0,
20,CAE709D,0.5,2,0.5,NA,0,0,
20,CAE709D,0.5,3,0.5,NA,0,0,
20,CAE709D,0.3,1,0.5,NA,0,0,
20,CAE709D,0.3,2,0.5,NA,0,0,
20,CAE709D,0.3,3,0.5,NA,0,0,
20,OTI201,0.5,1,0.8,NA,0,1,
20,OTI201,0.5,2,0.8,NA,0,0,
20,OTI201,0.5,3,0.7,NA,1,0,
20,OTI201,0.3,1,0.9,NA,1,0,
20,OTI201,0.3,2,1.4,1.4,1,1,SWIM
20,OTI201,0.3,3,2.9,2.9,1,1,SWIM
20,CAE499,0.5,1,0.6,NA,0,0,
20,CAE499,0.5,2,0.5,NA,0,0,
20,CAE499,0.5,3,0.5,NA,0,0,
20,CAE499,0.3,1,0.5,NA,0,0,
20,CAE499,0.3,2,0.5,NA,0,0,
20,CAE499,0.3,3,0.5,NA,0,0,
20,OTI320,0.5,1,0.7,NA,0,1,
20,OTI320,0.5,2,0.8,NA,0,1,
20,OTI320,0.5,3,0.8,NA,0,1,
20,OTI320,0.3,1,0.8,NA,0,0,
20,OTI320,0.3,2,0.8,NA,0,0,
20,OTI320,0.3,3,2.8,NA,0,1,
20,OTI420,0.5,1,0.7,NA,0,1,
20,OTI420,0.5,2,2.8,NA,0,1,
20,OTI420,0.5,3,0.5,NA,1,1,
20,OTI420,0.3,1,0.3,NA,1,0,
20,OTI420,0.3,2,0.4,NA,1,0,
20,OTI420,0.3,3,0.3,NA,1,0,
20,OTI088,0.5,1,0.8,NA,0,0,
20,OTI088,0.5,2,0.8,NA,0,0,
20,OTI088,0.5,3,0.8,NA,0,0,
20,OTI088,0.3,1,1,NA,1,0,
20,OTI088,0.3,2,1.2,NA,0,0,
20,OTI088,0.3,3,1,NA,0,0,
20,OTI042,0.5,1,0.6,NA,0,0,
20,OTI042,0.5,2,0.6,NA,0,0,
20,OTI042,0.5,3,0.6,NA,0,0,
20,OTI042,0.3,1,0.7,0.9,0,1,
20,OTI042,0.3,2,0.9,0.9,0,1,SWIM
20,OTI042,0.3,3,0.9,0.9,0,1,SWIM
20,OTI018,0.5,1,0.5,NA,0,0,
20,OTI018,0.5,2,0.5,NA,0,0,
20,OTI018,0.5,3,0.5,NA,0,0,
20,OTI018,0.3,1,0.4,NA,0,0,
20,OTI018,0.3,2,0.4,NA,0,0,
20,OTI018,0.3,3,0.4,NA,0,0,CONTAMINATED
20,CAE467,0.5,1,0.5,NA,0,0,
20,CAE467,0.5,2,0.5,NA,0,0,
20,CAE467,0.5,3,0.5,NA,0,0,
20,CAE467,0.3,1,0.5,NA,0,0,
20,CAE467,0.3,2,0.5,NA,0,0,
20,CAE467,0.3,3,0.4,NA,0,0,
20,OTI513,0.5,1,0.6,NA,0,1,
20,OTI513,0.5,2,0.6,1,0,1,
20,OTI513,0.5,3,2.6,2.6,0,1,SWARM
20,OTI513,0.3,1,1.2,1.2,1,1,
20,OTI513,0.3,2,1.7,1.7,1,1,
20,OTI513,0.3,3,1.9,1.9,1,1,
20,OTI552,0.5,1,0.5,NA,0,0,
20,OTI552,0.5,2,0.5,NA,0,0,
20,OTI552,0.5,3,0.5,NA,0,0,
20,OTI552,0.3,1,0.4,NA,0,0,
20,OTI552,0.3,2,0.4,NA,0,0,
20,OTI552,0.3,3,0.4,NA,0,0,
