time,strain,rep,dilution,count
20,OTI127,1,6,21
20,OTI127,1,6,20
20,OTI127,2,6,14
20,OTI127,2,6,15
20,OTI127,2,6,23
20,OTI127,2,6,21
20,OTI127,2,6,14
20,OTI146,1,6,10
20,OTI146,1,6,22
20,OTI146,1,6,6
20,OTI146,1,6,7
20,OTI146,1,6,10
20,OTI146,2,6,20
20,OTI146,2,6,20
20,OTI146,2,6,24
20,OTI146,2,6,20
20,OTI146,2,6,15
20,OTI154,1,6,20
20,OTI154,1,6,13
20,OTI154,1,6,12
20,OTI154,1,6,18
20,OTI154,1,6,9
20,OTI154,2,6,21
20,OTI154,2,6,18
20,OTI154,2,6,21
20,OTI154,2,6,20
20,OTI154,2,6,17
20,OTI158B,1,6,14
20,OTI158B,1,6,16
20,OTI158B,1,6,14
20,OTI158B,1,6,13
20,OTI158B,1,6,23
20,OTI158B,2,6,16
20,OTI158B,2,6,14
20,OTI158B,2,6,8
20,OTI158B,2,6,13
20,OTI158B,2,6,11
20,OTI018,1,6,27
20,OTI018,1,6,18
20,OTI018,1,6,27
20,OTI018,1,6,20
20,OTI018,1,6,14
20,OTI018,2,6,21
20,OTI018,2,6,27
20,OTI018,2,6,29
20,OTI018,2,6,23
20,OTI018,2,6,23
20,OTI018,2,6,16
20,OTI201,1,6,16
20,OTI201,1,6,21
20,OTI201,1,6,12
20,OTI201,1,6,11
20,OTI201,1,6,12
20,OTI201,2,6,10
20,OTI201,2,6,11
20,OTI201,2,6,10
20,OTI201,2,6,12
20,OTI201,2,6,13
20,OTI031,1,6,28
20,OTI031,1,6,21
20,OTI031,1,6,25
20,OTI031,1,6,27
20,OTI031,1,6,18
20,OTI031,2,6,20
20,OTI031,2,6,16
20,OTI031,2,6,24
20,OTI031,2,6,13
20,OTI031,2,6,13
20,OTI031,2,6,26
20,OTI320,1,6,16
20,OTI320,1,6,12
20,OTI320,1,6,12
20,OTI320,1,6,14
20,OTI320,1,6,13
20,OTI320,1,6,14
20,OTI320,2,6,13
20,OTI320,2,6,12
20,OTI320,2,6,11
20,OTI320,2,6,17
20,OTI320,2,6,14
20,OTI320,2,6,14
20,OTI042,1,6,16
20,OTI042,1,6,14
20,OTI042,1,6,9
20,OTI042,1,6,12
20,OTI042,1,6,12
20,OTI042,2,6,18
20,OTI042,2,6,6
20,OTI042,2,6,11
20,OTI042,2,6,14
20,OTI042,2,6,14
20,OTI420,1,5,12
20,OTI420,1,5,14
20,OTI420,1,5,18
20,OTI420,1,5,12
20,OTI420,1,5,22
20,OTI420,2,5,8
20,OTI420,2,5,8
20,OTI420,2,5,8
20,OTI420,2,5,5
20,OTI420,2,5,11
20,OTI513,1,6,9
20,OTI513,1,6,0
20,OTI513,1,6,0
20,OTI513,1,6,3
20,OTI513,1,6,0
20,OTI513,1,6,2
20,OTI513,2,6,3
20,OTI513,2,6,1
20,OTI513,2,6,1
20,OTI513,2,6,1
20,OTI513,2,6,1
20,OTI513,2,6,2
20,OTI514,1,6,13
20,OTI514,1,6,15
20,OTI514,1,6,15
20,OTI514,1,6,13
20,OTI514,1,6,13
20,OTI514,2,6,3
20,OTI514,2,6,3
20,OTI514,2,6,11
20,OTI514,2,6,6
20,OTI514,2,6,14
20,OTI749C,1,6,10
20,OTI749C,1,6,20
20,OTI749C,1,6,17
20,OTI749C,1,6,17
20,OTI749C,1,6,16
20,OTI749C,2,6,17
20,OTI749C,2,6,19
20,OTI749C,2,6,14
20,OTI749C,2,6,18
20,OTI749C,2,6,10
20,OTI755A,1,6,13
20,OTI755A,1,6,13
20,OTI755A,1,6,12
20,OTI755A,1,6,13
20,OTI755A,1,6,10
20,OTI755A,2,6,19
20,OTI755A,2,6,11
20,OTI755A,2,6,12
20,OTI755A,2,6,17
20,OTI755A,2,6,15
20,OTI755A,2,6,17
20,OTI088,1,6,20
20,OTI088,1,6,15
20,OTI088,1,6,20
20,OTI088,1,6,28
20,OTI088,1,6,16
20,OTI088,2,6,5
20,OTI088,2,6,5
20,OTI088,2,6,8
20,OTI088,2,6,8
20,OTI088,2,6,11
20,OTI088,2,6,15
40,CAE163,1,4,61
40,CAE163,1,4,59
40,CAE163,1,4,59
40,CAE163,2,5,4
40,CAE163,2,5,6
40,CAE163,2,5,4
40,CAE268,1,5,3
40,CAE268,1,5,3
40,CAE268,1,5,2
40,CAE268,2,4,46
40,CAE268,2,4,37
40,CAE268,2,4,27
40,CAE271,1,5,28
40,CAE271,1,5,33
40,CAE271,1,5,36
40,CAE271,2,5,23
40,CAE271,2,5,28
40,CAE271,2,5,40
40,CAE433,1,6,1
40,CAE433,1,6,2
40,CAE433,1,6,3
40,CAE433,2,6,2
40,CAE433,2,6,6
40,CAE433,2,6,3
40,CAE466,1,6,2
40,CAE466,1,6,5
40,CAE466,1,6,6
40,CAE466,2,6,4
40,CAE466,2,6,2
40,CAE466,2,6,3
40,CAE467,1,6,2
40,CAE467,1,6,6
40,CAE467,1,6,2
40,CAE467,2,6,4
40,CAE467,2,6,3
40,CAE467,2,6,1
40,CAE493,1,6,3
40,CAE493,1,6,3
40,CAE493,1,6,3
40,CAE493,2,6,5
40,CAE493,2,6,4
40,CAE493,2,6,8
40,CAE494,1,4,48
40,CAE494,1,4,38
40,CAE494,1,4,40
40,CAE494,2,4,57
40,CAE494,2,4,43
40,CAE494,2,4,55
40,CAE499,1,5,4
40,CAE499,1,5,6
40,CAE499,1,5,3
40,CAE499,2,5,3
40,CAE499,2,5,4
40,CAE499,2,5,3
40,CAE546,1,4,38
40,CAE546,1,4,32
40,CAE546,1,4,33
40,CAE546,2,4,28
40,CAE546,2,4,24
40,CAE546,2,4,34
40,CAE548,1,5,26
40,CAE548,1,5,25
40,CAE548,1,5,25
40,CAE548,2,5,20
40,CAE548,2,5,26
40,CAE548,2,5,26
40,CAE552,1,4,55
40,CAE552,1,4,60
40,CAE552,1,4,60
40,CAE552,2,4,55
40,CAE552,2,4,52
40,CAE552,2,4,53
40,CAE709D,1,6,4
40,CAE709D,1,6,3
40,CAE709D,1,6,4
40,CAE709D,2,5,17
40,CAE709D,2,5,15
40,CAE709D,2,5,15
40,CAE734B,1,6,4
40,CAE734B,1,6,9
40,CAE734B,1,6,8
40,CAE734B,2,6,10
40,CAE734B,2,6,7
40,CAE734B,2,6,4
40,CAE743B,1,6,4
40,CAE743B,1,6,8
40,CAE743B,1,6,2
40,CAE743B,2,6,2
40,CAE743B,2,6,3
40,CAE743B,2,6,5
40,OTI127,1,6,6
40,OTI127,1,6,5
40,OTI127,1,6,4
40,OTI127,2,6,7
40,OTI127,2,6,7
40,OTI127,2,6,6
40,OTI146,1,5,14
40,OTI146,1,5,3
40,OTI146,1,5,15
40,OTI146,2,5,15
40,OTI146,2,5,20
40,OTI146,2,5,13
40,OTI154,1,6,7
40,OTI154,1,6,5
40,OTI154,1,6,3
40,OTI154,2,6,14
40,OTI154,2,6,14
40,OTI154,2,6,17
40,OTI158B,1,6,4
40,OTI158B,1,6,3
40,OTI158B,1,6,6
40,OTI158B,2,6,7
40,OTI158B,2,6,3
40,OTI158B,2,6,1
40,OTI018,1,6,4
40,OTI018,1,6,8
40,OTI018,1,6,9
40,OTI018,2,6,9
40,OTI018,2,6,10
40,OTI018,2,6,6
40,OTI201,1,6,2
40,OTI201,1,6,10
40,OTI201,1,6,2
40,OTI201,2,6,1
40,OTI201,2,6,3
40,OTI201,2,6,3
40,OTI031,1,6,13
40,OTI031,1,6,16
40,OTI031,1,6,12
40,OTI031,2,6,9
40,OTI031,2,6,9
40,OTI031,2,6,16
40,OTI320,1,6,14
40,OTI320,1,6,16
40,OTI320,1,6,21
40,OTI320,2,6,17
40,OTI320,2,6,14
40,OTI320,2,6,12
40,OTI042,1,5,14
40,OTI042,1,5,16
40,OTI042,1,5,16
40,OTI042,2,5,7
40,OTI042,2,5,9
40,OTI042,2,5,16
40,OTI420,1,5,14
40,OTI420,1,5,10
40,OTI420,1,5,17
40,OTI420,2,5,15
40,OTI420,2,5,19
40,OTI420,2,5,18
40,OTI513,1,5,12
40,OTI513,1,5,11
40,OTI513,1,5,16
40,OTI513,2,5,9
40,OTI513,2,5,11
40,OTI513,2,5,9
40,OTI514,1,5,25
40,OTI514,1,5,15
40,OTI514,1,5,22
40,OTI514,2,5,10
40,OTI514,2,5,14
40,OTI514,2,5,13
40,OTI749C,1,6,8
40,OTI749C,1,6,14
40,OTI749C,1,6,8
40,OTI749C,2,6,6
40,OTI749C,2,6,3
40,OTI749C,2,6,6
40,OTI755A,1,6,5
40,OTI755A,1,6,5
40,OTI755A,1,6,5
40,OTI755A,2,6,4
40,OTI755A,2,6,2
40,OTI755A,2,6,3
40,OTI088,1,5,12
40,OTI088,1,5,9
40,OTI088,1,5,8
40,OTI088,2,5,4
40,OTI088,2,5,13
40,OTI088,2,5,2
60,CAE163,1,5,20
60,CAE163,1,5,24
60,CAE163,1,5,13
60,CAE163,2,5,31
60,CAE163,2,5,24
60,CAE163,2,5,30
60,CAE268,1,5,22
60,CAE268,1,5,22
60,CAE268,1,5,23
60,CAE268,2,5,20
60,CAE268,2,5,18
60,CAE268,2,5,22
60,CAE271,1,5,43
60,CAE271,1,5,44
60,CAE271,1,5,50
60,CAE271,2,5,37
60,CAE271,2,5,42
60,CAE271,2,5,37
60,CAE433,1,6,3
60,CAE433,1,6,5
60,CAE433,1,6,9
60,CAE433,2,6,6
60,CAE433,2,6,7
60,CAE433,2,6,9
60,CAE466,1,5,31
60,CAE466,1,5,42
60,CAE466,1,5,39
60,CAE466,2,5,46
60,CAE466,2,5,57
60,CAE466,2,5,40
60,CAE467,1,5,37
60,CAE467,1,5,34
60,CAE467,1,5,47
60,CAE467,2,5,28
60,CAE467,2,5,32
60,CAE467,2,5,31
60,CAE493,1,5,34
60,CAE493,1,5,29
60,CAE493,1,5,32
60,CAE493,2,5,37
60,CAE493,2,5,44
60,CAE493,2,5,53
60,CAE494,1,5,32
60,CAE494,1,5,22
60,CAE494,1,5,28
60,CAE494,2,5,24
60,CAE494,2,5,29
60,CAE494,2,5,27
60,CAE499,1,5,20
60,CAE499,1,5,18
60,CAE499,1,5,16
60,CAE499,2,5,20
60,CAE499,2,5,18
60,CAE499,2,5,18
60,CAE546,1,4,56
60,CAE546,1,4,46
60,CAE546,1,4,51
60,CAE546,2,4,39
60,CAE546,2,4,48
60,CAE546,2,4,42
60,CAE548,1,5,38
60,CAE548,1,5,44
60,CAE548,1,5,34
60,CAE548,2,5,33
60,CAE548,2,5,32
60,CAE548,2,5,35
60,CAE552,1,5,32
60,CAE552,1,5,36
60,CAE552,1,5,24
60,CAE552,2,5,38
60,CAE552,2,5,24
60,CAE552,2,5,31
60,CAE709D,1,5,47
60,CAE709D,1,5,40
60,CAE709D,1,5,50
60,CAE709D,2,5,28
60,CAE709D,2,5,40
60,CAE709D,2,5,28
60,CAE734B,1,6,7
60,CAE734B,1,6,8
60,CAE734B,1,6,7
60,CAE734B,2,6,5
60,CAE734B,2,6,5
60,CAE734B,2,6,6
60,CAE743B,1,5,40
60,CAE743B,1,5,35
60,CAE743B,1,5,41
60,CAE743B,2,5,29
60,CAE743B,2,5,33
60,CAE743B,2,5,37
60,OTI127,1,6,8
60,OTI127,1,6,5
60,OTI127,1,6,5
60,OTI127,2,6,6
60,OTI127,2,6,6
60,OTI127,2,6,6
60,OTI146,1,5,28
60,OTI146,1,5,28
60,OTI146,1,5,25
60,OTI146,2,5,49
60,OTI146,2,5,36
60,OTI146,2,5,35
60,OTI154,1,5,24
60,OTI154,1,5,30
60,OTI154,1,5,31
60,OTI154,2,6,19
60,OTI154,2,6,11
60,OTI154,2,6,18
60,OTI158B,1,5,48
60,OTI158B,1,5,39
60,OTI158B,1,5,39
60,OTI158B,2,5,63
60,OTI158B,2,5,58
60,OTI158B,2,5,62
60,OTI018,1,6,10
60,OTI018,1,6,9
60,OTI018,1,6,12
60,OTI018,2,6,14
60,OTI018,2,6,8
60,OTI018,2,6,6
60,OTI201,1,6,8
60,OTI201,1,6,9
60,OTI201,1,6,10
60,OTI201,2,6,9
60,OTI201,2,6,6
60,OTI201,2,6,6
60,OTI031,1,6,13
60,OTI031,1,6,10
60,OTI031,1,6,8
60,OTI031,2,6,18
60,OTI031,2,6,11
60,OTI031,2,6,19
60,OTI320,1,6,22
60,OTI320,1,6,13
60,OTI320,1,6,19
60,OTI320,2,6,25
60,OTI320,2,6,18
60,OTI320,2,6,25
60,OTI042,1,6,8
60,OTI042,1,6,12
60,OTI042,1,6,6
60,OTI042,2,6,6
60,OTI042,2,6,3
60,OTI042,2,6,5
60,OTI420,1,5,14
60,OTI420,1,5,14
60,OTI420,1,5,14
60,OTI420,2,5,18
60,OTI420,2,5,16
60,OTI420,2,5,11
60,OTI513,1,5,17
60,OTI513,1,5,18
60,OTI513,1,5,17
60,OTI513,2,5,13
60,OTI513,2,5,15
60,OTI513,2,5,13
60,OTI514,1,5,51
60,OTI514,1,5,48
60,OTI514,1,5,45
60,OTI514,2,5,27
60,OTI514,2,5,38
60,OTI514,2,5,38
60,OTI749C,1,6,8
60,OTI749C,1,6,11
60,OTI749C,1,6,10
60,OTI749C,2,6,6
60,OTI749C,2,6,6
60,OTI749C,2,6,1
60,OTI755A,1,6,6
60,OTI755A,1,6,8
60,OTI755A,1,6,4
60,OTI755A,2,5,36
60,OTI755A,2,5,34
60,OTI755A,2,5,47
60,OTI088,1,6,7
60,OTI088,1,6,5
60,OTI088,1,6,6
60,OTI088,2,5,25
60,OTI088,2,5,21
60,OTI088,2,5,24
